setup_id,family,params,trades,trades_per_active_day,wins,losses,unresolved,win_rate,profit_factor,expectancy_points,total_points,max_dd_points,profit_to_dd,max_losing_streak,active_trade_days,worst_day_points,best_day_points,candidate_setup_id,candidate_family,candidate_pf,candidate_expectancy,candidate_profit_to_dd,candidate_trades,overlap_entries,overlap_handling,shared_losing_days,delta_total_points,delta_max_dd_points,delta_losing_streak,passes_core_filters
combo__rsi_sweep_london__target-250__stop-80__horizon-15__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-350__rangelt-850__dir_prev10gt-500,combo,baseline + target=250;stop=80;horizon=15;session=London Open;spread<=20;rsi=30/70;atr<=350;range<=850;dir_prev10>-500,22,0.3013698630136986,7,15,0,0.3181818181818182,1.9851851851851852,60.45454545454545,1330.0,720.0,1.8472222222222223,8,12,-270.0,830.0,rsi_sweep_london__target-250__stop-80__horizon-15__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-350__rangelt-850__dir_prev10gt-500,rsi_sweep_london,1.7777777777777777,42.0,1.1666666666666667,5,0,add,1,210.0,90.0,1,False
combo__rsi_sweep_london__target-250__stop-80__horizon-15__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-350__rangelt-None__dir_prev10gt-500,combo,baseline + target=250;stop=80;horizon=15;session=London Open;spread<=20;rsi=30/70;atr<=350;range<=None;dir_prev10>-500,22,0.3013698630136986,7,15,0,0.3181818181818182,1.9851851851851852,60.45454545454545,1330.0,720.0,1.8472222222222223,8,12,-270.0,830.0,rsi_sweep_london__target-250__stop-80__horizon-15__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-350__rangelt-None__dir_prev10gt-500,rsi_sweep_london,1.7777777777777777,42.0,1.1666666666666667,5,0,add,1,210.0,90.0,1,False
combo__rsi_sweep_london__target-250__stop-80__horizon-15__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-450__rangelt-450__dir_prev10gt-500,combo,baseline + target=250;stop=80;horizon=15;session=London Open;spread<=20;rsi=30/70;atr<=450;range<=450;dir_prev10>-500,22,0.3013698630136986,7,15,0,0.3181818181818182,1.9851851851851852,60.45454545454545,1330.0,720.0,1.8472222222222223,8,12,-270.0,830.0,rsi_sweep_london__target-250__stop-80__horizon-15__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-450__rangelt-450__dir_prev10gt-500,rsi_sweep_london,1.7777777777777777,42.0,1.1666666666666667,5,0,add,1,210.0,90.0,1,False
combo__rsi_sweep_london__target-250__stop-80__horizon-15__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-450__rangelt-650__dir_prev10gt-500,combo,baseline + target=250;stop=80;horizon=15;session=London Open;spread<=20;rsi=30/70;atr<=450;range<=650;dir_prev10>-500,22,0.3013698630136986,7,15,0,0.3181818181818182,1.9851851851851852,60.45454545454545,1330.0,720.0,1.8472222222222223,8,12,-270.0,830.0,rsi_sweep_london__target-250__stop-80__horizon-15__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-450__rangelt-650__dir_prev10gt-500,rsi_sweep_london,1.7777777777777777,42.0,1.1666666666666667,5,0,add,1,210.0,90.0,1,False
combo__rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-350__rangelt-450__dir_prev10gt-500,combo,baseline + target=250;stop=120;horizon=10;session=London Open;spread<=20;rsi=30/70;atr<=350;range<=450;dir_prev10>-500,22,0.3013698630136986,7,14,1,0.3181818181818182,2.0,60.90909090909091,1340.0,760.0,1.763157894736842,8,12,-270.0,830.0,rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-350__rangelt-450__dir_prev10gt-500,rsi_sweep_london,1.8461538461538463,44.0,1.6923076923076923,5,0,add,0,220.0,130.0,1,False
combo__rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-350__rangelt-650__dir_prev10gt-500,combo,baseline + target=250;stop=120;horizon=10;session=London Open;spread<=20;rsi=30/70;atr<=350;range<=650;dir_prev10>-500,22,0.3013698630136986,7,14,1,0.3181818181818182,2.0,60.90909090909091,1340.0,760.0,1.763157894736842,8,12,-270.0,830.0,rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-350__rangelt-650__dir_prev10gt-500,rsi_sweep_london,1.8461538461538463,44.0,1.6923076923076923,5,0,add,0,220.0,130.0,1,False
combo__rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-350__rangelt-850__dir_prev10gt-500,combo,baseline + target=250;stop=120;horizon=10;session=London Open;spread<=20;rsi=30/70;atr<=350;range<=850;dir_prev10>-500,22,0.3013698630136986,7,14,1,0.3181818181818182,2.0,60.90909090909091,1340.0,760.0,1.763157894736842,8,12,-270.0,830.0,rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-350__rangelt-850__dir_prev10gt-500,rsi_sweep_london,1.8461538461538463,44.0,1.6923076923076923,5,0,add,0,220.0,130.0,1,False
combo__rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-350__rangelt-None__dir_prev10gt-500,combo,baseline + target=250;stop=120;horizon=10;session=London Open;spread<=20;rsi=30/70;atr<=350;range<=None;dir_prev10>-500,22,0.3013698630136986,7,14,1,0.3181818181818182,2.0,60.90909090909091,1340.0,760.0,1.763157894736842,8,12,-270.0,830.0,rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-350__rangelt-None__dir_prev10gt-500,rsi_sweep_london,1.8461538461538463,44.0,1.6923076923076923,5,0,add,0,220.0,130.0,1,False
combo__rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-450__rangelt-450__dir_prev10gt-500,combo,baseline + target=250;stop=120;horizon=10;session=London Open;spread<=20;rsi=30/70;atr<=450;range<=450;dir_prev10>-500,22,0.3013698630136986,7,14,1,0.3181818181818182,2.0,60.90909090909091,1340.0,760.0,1.763157894736842,8,12,-270.0,830.0,rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-450__rangelt-450__dir_prev10gt-500,rsi_sweep_london,1.8461538461538463,44.0,1.6923076923076923,5,0,add,0,220.0,130.0,1,False
combo__rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-450__rangelt-650__dir_prev10gt-500,combo,baseline + target=250;stop=120;horizon=10;session=London Open;spread<=20;rsi=30/70;atr<=450;range<=650;dir_prev10>-500,22,0.3013698630136986,7,14,1,0.3181818181818182,2.0,60.90909090909091,1340.0,760.0,1.763157894736842,8,12,-270.0,830.0,rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-450__rangelt-650__dir_prev10gt-500,rsi_sweep_london,1.8461538461538463,44.0,1.6923076923076923,5,0,add,0,220.0,130.0,1,False
combo__rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-450__rangelt-850__dir_prev10gt-500,combo,baseline + target=250;stop=120;horizon=10;session=London Open;spread<=20;rsi=30/70;atr<=450;range<=850;dir_prev10>-500,22,0.3013698630136986,7,14,1,0.3181818181818182,2.0,60.90909090909091,1340.0,760.0,1.763157894736842,8,12,-270.0,830.0,rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-450__rangelt-850__dir_prev10gt-500,rsi_sweep_london,1.8461538461538463,44.0,1.6923076923076923,5,0,add,0,220.0,130.0,1,False
combo__rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-450__rangelt-None__dir_prev10gt-500,combo,baseline + target=250;stop=120;horizon=10;session=London Open;spread<=20;rsi=30/70;atr<=450;range<=None;dir_prev10>-500,22,0.3013698630136986,7,14,1,0.3181818181818182,2.0,60.90909090909091,1340.0,760.0,1.763157894736842,8,12,-270.0,830.0,rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-450__rangelt-None__dir_prev10gt-500,rsi_sweep_london,1.8461538461538463,44.0,1.6923076923076923,5,0,add,0,220.0,130.0,1,False
combo__rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-None__rangelt-450__dir_prev10gt-500,combo,baseline + target=250;stop=120;horizon=10;session=London Open;spread<=20;rsi=30/70;atr<=None;range<=450;dir_prev10>-500,22,0.3013698630136986,7,14,1,0.3181818181818182,2.0,60.90909090909091,1340.0,760.0,1.763157894736842,8,12,-270.0,830.0,rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-None__rangelt-450__dir_prev10gt-500,rsi_sweep_london,1.8461538461538463,44.0,1.6923076923076923,5,0,add,0,220.0,130.0,1,False
combo__rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-None__rangelt-650__dir_prev10gt-500,combo,baseline + target=250;stop=120;horizon=10;session=London Open;spread<=20;rsi=30/70;atr<=None;range<=650;dir_prev10>-500,22,0.3013698630136986,7,14,1,0.3181818181818182,2.0,60.90909090909091,1340.0,760.0,1.763157894736842,8,12,-270.0,830.0,rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-None__rangelt-650__dir_prev10gt-500,rsi_sweep_london,1.8461538461538463,44.0,1.6923076923076923,5,0,add,0,220.0,130.0,1,False
combo__rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-None__rangelt-850__dir_prev10gt-500,combo,baseline + target=250;stop=120;horizon=10;session=London Open;spread<=20;rsi=30/70;atr<=None;range<=850;dir_prev10>-500,22,0.3013698630136986,7,14,1,0.3181818181818182,2.0,60.90909090909091,1340.0,760.0,1.763157894736842,8,12,-270.0,830.0,rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-None__rangelt-850__dir_prev10gt-500,rsi_sweep_london,1.8461538461538463,44.0,1.6923076923076923,5,0,add,0,220.0,130.0,1,False
combo__rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-None__rangelt-None__dir_prev10gt-500,combo,baseline + target=250;stop=120;horizon=10;session=London Open;spread<=20;rsi=30/70;atr<=None;range<=None;dir_prev10>-500,22,0.3013698630136986,7,14,1,0.3181818181818182,2.0,60.90909090909091,1340.0,760.0,1.763157894736842,8,12,-270.0,830.0,rsi_sweep_london__target-250__stop-120__horizon-10__session-LondonOpen__spreadlt-20__rsi-30_70__atrlt-None__rangelt-None__dir_prev10gt-500,rsi_sweep_london,1.8461538461538463,44.0,1.6923076923076923,5,0,add,0,220.0,130.0,1,False
