target,stop,horizon,trades,wins,losses,unresolved,win_rate,pf,expectancy,total,max_dd,profit_to_dd
400,100,60,27,8,19,0,0.2962962962962963,1.492822966507177,38.148148148148145,1030.0,990.0,1.0404040404040404
400,200,20,27,12,15,0,0.4444444444444444,1.4857142857142858,56.666666666666664,1530.0,1680.0,0.9107142857142857
400,200,30,27,12,15,0,0.4444444444444444,1.4857142857142858,56.666666666666664,1530.0,1680.0,0.9107142857142857
400,200,45,27,12,15,0,0.4444444444444444,1.4857142857142858,56.666666666666664,1530.0,1680.0,0.9107142857142857
400,200,60,27,12,15,0,0.4444444444444444,1.4857142857142858,56.666666666666664,1530.0,1680.0,0.9107142857142857
550,120,30,27,7,20,0,0.25925925925925924,1.4538461538461538,43.7037037037037,1180.0,1540.0,0.7662337662337663
550,120,45,27,7,20,0,0.25925925925925924,1.4538461538461538,43.7037037037037,1180.0,1540.0,0.7662337662337663
550,120,60,27,7,20,0,0.25925925925925924,1.4538461538461538,43.7037037037037,1180.0,1540.0,0.7662337662337663
300,60,10,27,7,20,0,0.25925925925925924,1.45,23.333333333333332,630.0,630.0,1.0
300,60,15,27,7,20,0,0.25925925925925924,1.45,23.333333333333332,630.0,630.0,1.0
300,60,20,27,7,20,0,0.25925925925925924,1.45,23.333333333333332,630.0,630.0,1.0
300,60,30,27,7,20,0,0.25925925925925924,1.45,23.333333333333332,630.0,630.0,1.0
300,60,45,27,7,20,0,0.25925925925925924,1.45,23.333333333333332,630.0,630.0,1.0
300,60,60,27,7,20,0,0.25925925925925924,1.45,23.333333333333332,630.0,630.0,1.0
450,180,10,27,10,16,1,0.37037037037037035,1.4473684210526316,50.370370370370374,1360.0,1520.0,0.8947368421052632
450,180,15,27,10,16,1,0.37037037037037035,1.4473684210526316,50.370370370370374,1360.0,1520.0,0.8947368421052632
450,200,20,27,11,16,0,0.4074074074074074,1.4404761904761905,54.81481481481482,1480.0,1680.0,0.8809523809523809
450,200,30,27,11,16,0,0.4074074074074074,1.4404761904761905,54.81481481481482,1480.0,1680.0,0.8809523809523809
450,200,45,27,11,16,0,0.4074074074074074,1.4404761904761905,54.81481481481482,1480.0,1680.0,0.8809523809523809
450,200,60,27,11,16,0,0.4074074074074074,1.4404761904761905,54.81481481481482,1480.0,1680.0,0.8809523809523809
400,150,10,27,10,17,0,0.37037037037037035,1.4338235294117647,43.7037037037037,1180.0,1440.0,0.8194444444444444
400,150,15,27,10,17,0,0.37037037037037035,1.4338235294117647,43.7037037037037,1180.0,1440.0,0.8194444444444444
